image,name,url
ad_sourcebook.jpg,エモクロアTRPG ソースブック メロディック・ディスコード,https://amzn.to/4mRErk7
ad_rulebook_kindle.jpg,エモクロアTRPG ルールブック Kindle版,https://amzn.to/4u8nUe7
